"VersionEffective","LOINC_NUM","Property","ValuePrior","ValueCurrent","ChangeReason"
"2.82","96708-3","COMPONENT","Clot stiffness.tissue factor induced^post heparin neutralization","Clot stiffness",""
"2.82","96708-3","METHOD_TYP","US","US.tissue factor induced.post heparin neutralization",""
"2.70","96779-4","AnswerListId","LL361-7","LL5878-5",""
"2.82","96823-0","SHORTNAME","Respiration Score SOFA","Respiration Scre SOFA",""
"2.82","96824-8","SHORTNAME","Coag Score SOFA","Coag Scre SOFA",""
"2.82","96825-5","SHORTNAME","Liver Score SOFA","Liver Scre SOFA",""
"2.82","96827-1","SHORTNAME","CNS Score SOFA","CNS Scre SOFA",""
"2.82","96828-9","SHORTNAME","Renal Score SOFA","Renal Scre SOFA",""
"2.82","96986-5","SHORTNAME","SARS-CoV-2 N gene Nose Ql NAA+non-probe","SARS-CoV-2 N gene Nose Ql NAA+n-prb",""
"2.82","97005-3","COMPONENT","Maximum clot strength amplitude.kaolin+tissue factor induced","Maximum clot strength amplitude",""
"2.82","97005-3","LONG_COMMON_NAME","Maximum amplitude kaolin+tissue factor induced [Length] in Blood by Resonance TEG","Maximum clot strength amplitude [Length] in Blood by Thromboelastography.resonance.kaolin.tissue factor induced",""
"2.82","97005-3","METHOD_TYP","Thromboelastography.resonance","Thromboelastography.resonance.kaolin.tissue factor induced",""
"2.82","97005-3","SHORTNAME","MA kaolin+TF Bld Res TEG","Maximum clot strength amplitude Bld Thromboelastography.resonance.kaolin.tissue factor induced",""
"2.82","97006-1","COMPONENT","Maximum clot strength amplitude.kaolin+tissue factor induced","Maximum clot strength amplitude",""
"2.82","97006-1","LONG_COMMON_NAME","Maximum amplitude kaolin+tissue factor induced [Length] in Blood","Maximum clot strength amplitude [Length] in Blood by Thromboelastography.kaolin.tissue factor induced",""
"2.82","97006-1","METHOD_TYP","","Thromboelastography.kaolin.tissue factor induced",""
"2.82","97006-1","SHORTNAME","MA kaolin+TF Bld","Maximum clot strength amplitude Bld TEG.kaolin.tissue factor induced",""
"2.82","97007-9","COMPONENT","Clot initiation.kaolin induced^post heparin neutralization","Clot initiation",""
"2.82","97007-9","LONG_COMMON_NAME","Clot initiation.kaolin induced [Time] in Blood by Resonance TEG --post heparin neutralization","Clot initiation [Time] in Blood",""
"2.82","97007-9","METHOD_TYP","Thromboelastography.resonance","Thromboelastography.resonance.kaolin induced.post heparin neutralization",""
"2.82","97008-7","COMPONENT","Clot initiation.kaolin+tissue factor induced","Clot initiation",""
"2.82","97008-7","DefinitionDescription","Thrombelastography determination of time to initial clot formation (reaction time or R), stimulated with kaolin and tissue factor.","Thromboelastography determination of time to initial clot formation (reaction time or R), stimulated with kaolin and tissue factor.",""
"2.82","97008-7","LONG_COMMON_NAME","Clot initiation.kaolin+tissue factor induced [Time] in Blood","Clot initiation [Time] in Blood by Thromboelastography.kaolin.tissue factor induced",""
"2.82","97008-7","METHOD_TYP","","Thromboelastography.kaolin.tissue factor induced",""
"2.82","97008-7","SHORTNAME","Clot init kaolin+TF ind Bld","Clot init Bld TEG.kaolin.tissue factor induced",""
"2.82","97009-5","COMPONENT","Activated clotting time.kaolin+tissue factor induced","Activated clotting time",""
"2.82","97009-5","LONG_COMMON_NAME","Activated clotting time.kaolin+tissue factor induced of Blood by calculation","Activated clotting time (ACT) of Blood by Thromboelastography.kaolin.tissue factor induced",""
"2.82","97009-5","METHOD_TYP","Calculated","Thromboelastography.kaolin.tissue factor induced",""
"2.82","97009-5","SHORTNAME","ACT Kaolin+TF Ind Bld Calc","ACT Bld TEG.kaolin.tissue factor induced",""
"2.82","97010-3","COMPONENT","Clot formation.kaolin+tissue factor induced","Clot formation",""
"2.82","97010-3","LONG_COMMON_NAME","Clot formation kaolin+tissue factor induced [Time] in Blood","Clot formation [Time] in Blood by Thromboelastography.kaolin.tissue factor induced",""
"2.82","97010-3","METHOD_TYP","","Thromboelastography.kaolin.tissue factor induced",""
"2.82","97010-3","SHORTNAME","CFT kaolin+TF ind Bld","CFT Bld TEG.kaolin.tissue factor induced",""
"2.82","97011-1","COMPONENT","Clot angle.kaolin+tissue factor induced","Clot angle",""
"2.82","97011-1","DefinitionDescription","Thrombelastography determination of kinetics of clot development, stimulated with kaolin and tissue factor.","Thromboelastography determination of kinetics of clot development, stimulated with kaolin and tissue factor.",""
"2.82","97011-1","LONG_COMMON_NAME","Clot angle kaolin+tissue factor induced in Blood","Clot angle in Blood by Thromboelastography.kaolin.tissue factor induced",""
"2.82","97011-1","METHOD_TYP","","Thromboelastography.kaolin.tissue factor induced",""
"2.82","97011-1","SHORTNAME","Clot angle kaolin+TF ind Bld","Clot angle Bld TEG.kaolin.tissue factor induced",""
"2.82","97012-9","COMPONENT","Reduction in clot strength.kaolin+tissue factor induced^30M post maximum clot amplitude","Reduction in clot strength^30M post maximum clot amplitude",""
"2.82","97012-9","LONG_COMMON_NAME","Reduction in kaolin+tissue factor induced clot strength [Length fraction] in Blood --30 minutes post maximum clot amplitude","Reduction in clot strength [Length fraction] in Blood by Thromboelastography.kaolin.tissue factor induced --30 minutes post maximum clot amplitude",""
"2.82","97012-9","METHOD_TYP","","Thromboelastography.kaolin.tissue factor induced",""
"2.82","97013-7","COMPONENT","Reduction in clot strength.kaolin induced^30M post maximum clot amplitude","Reduction in clot strength^30M post maximum clot amplitude",""
"2.82","97013-7","LONG_COMMON_NAME","Reduction in kaolin induced clot strength [Length fraction] in Blood by Resonance TEG --30 minutes post maximum clot amplitude","Reduction in clot strength [Length fraction] in Blood by Thromboelastography.resonance.kaolin induced --30 minutes post maximum clot amplitude",""
"2.82","97013-7","METHOD_TYP","Thromboelastography.resonance","Thromboelastography.resonance.kaolin induced",""
"2.82","97014-5","COMPONENT","Maximum clot strength amplitude.tissue factor induced+platelet glycoprotein IIb-IIIa receptor inhibited","Maximum clot strength amplitude",""
"2.82","97014-5","LONG_COMMON_NAME","Maximum amplitude tissue factor induced+platelet glycoprotein IIb-IIIa receptor inhibited [Length] in Blood by Resonance TEG","Maximum clot strength amplitude [Length] in Blood by Thromboelastography.resonance.tissue factor induced with platelet glycoprotein IIb-IIIa receptor inhibited",""
"2.82","97014-5","METHOD_TYP","Thromboelastography.resonance","Thromboelastography.resonance.tissue factor induced with platelet glycoprotein IIb-IIIa receptor inhibited",""
"2.82","97014-5","SHORTNAME","MA TF ind+IIb-IIIa inh Bld Res TEG","Maximum clot strength amplitude Bld Thromboelastography.resonance.tissue factor induced with platelet glycoprotein IIb-IIIa receptor inhibited",""
"2.82","97015-2","COMPONENT","Maximum clot strength amplitude.tissue factor induced+platelet glycoprotein IIb-IIIa receptor inhibited","Maximum clot strength amplitude",""
"2.82","97015-2","LONG_COMMON_NAME","Maximum amplitude tissue factor induced+platelet glycoprotein IIb-IIIa receptor inhibited [Length] in Blood","Maximum clot strength amplitude [Length] in Blood by Thromboelastography.Tissue factor induced+platelet glycoprotein IIb-IIIa receptor inhibited",""
"2.82","97015-2","METHOD_TYP","","Thromboelastography.Tissue factor induced+platelet glycoprotein IIb-IIIa receptor inhibited",""
"2.82","97015-2","SHORTNAME","MA TF ind+IIb-IIIa inh Bld","Maximum clot strength amplitude Bld TEG.Tissue factor induced+platelet glycoprotein IIb-IIIa receptor inhibited",""
"2.82","97017-8","COMPONENT","Maximum clot strength amplitude.kaolin induced^after addition of heparinase","Maximum clot strength amplitude",""
"2.82","97017-8","LONG_COMMON_NAME","Maximum amplitude kaolin induced [Length] in Blood --after addition of heparinase","Maximum clot strength amplitude [Length] in Blood by Thromboelastography.kaolin induced.after addition of heparinase",""
"2.82","97017-8","METHOD_TYP","","Thromboelastography.kaolin induced.after addition of heparinase",""
"2.82","97017-8","SHORTNAME","MA kaolin P Hpase Bld","Maximum clot strength amplitude Bld Thromboelastography.kaolin induced.after addition of heparinase",""
"2.82","97018-6","COMPONENT","Maximum clot strength amplitude.activator F induced","Maximum clot strength amplitude",""
"2.82","97018-6","LONG_COMMON_NAME","Maximum amplitude activator F induced [Length] in Blood","Maximum clot strength amplitude [Length] in Blood by Thromboelastography.activator F induced",""
"2.82","97018-6","METHOD_TYP","","Thromboelastography.activator F induced",""
"2.82","97018-6","SHORTNAME","MA ActF Bld","Maximum clot strength amplitude Bld Thromboelastography.activator F induced",""
"2.82","97019-4","COMPONENT","Maximum clot strength amplitude.adenosine diphosphate induced","Maximum clot strength amplitude",""
"2.82","97019-4","LONG_COMMON_NAME","Maximum amplitude ADP induced [Length] in Blood","Maximum clot strength amplitude [Length] in Blood by Thromboelastography.adenosine diphosphate induced",""
"2.82","97019-4","METHOD_TYP","","Thromboelastography.adenosine diphosphate induced",""
"2.82","97019-4","SHORTNAME","MA ADP Bld","Maximum clot strength amplitude Bld Thromboelastography.adenosine diphosphate induced",""
"2.82","97020-2","COMPONENT","Maximum clot strength amplitude.arachidonate induced","Maximum clot strength amplitude",""
"2.82","97020-2","DefinitionDescription","Thrombelastography determination of clot strength, using heparinized blood, stimulated with arachidonic acid. To report the same measurement by resonance thromboelastography, use [LOINC:  94577-4]","Thromboelastography determination of clot strength, using heparinized blood, stimulated with arachidonic acid. To report the same measurement by resonance thromboelastography, use [LOINC:  94577-4]",""
"2.82","97020-2","LONG_COMMON_NAME","Maximum amplitude arachidonate induced [Length] in Blood","Maximum clot strength amplitude [Length] in Blood by Thromboelastography.arachidonate induced",""
"2.82","97020-2","METHOD_TYP","","Thromboelastography.arachidonate induced",""
"2.82","97020-2","SHORTNAME","MA AA Bld","Maximum clot strength amplitude Bld TEG.arachidonate induced",""
"2.82","97021-0","COMPONENT","Reduction in clot strength.kaolin induced^30M post maximum clot amplitude","Reduction in clot strength^30M post maximum clot amplitude",""
"2.82","97021-0","LONG_COMMON_NAME","Reduction in kaolin induced clot strength [Length fraction] in Blood --30 minutes post maximum clot amplitude","Reduction in clot strength [Length fraction] in Blood by Thromboelastography.kaolin induced --30 minutes post maximum clot amplitude",""
"2.82","97021-0","METHOD_TYP","","Thromboelastography.kaolin induced",""
"2.82","97022-8","COMPONENT","Clot strength.arachidonate inhibited","Clot strength",""
"2.82","97022-8","LONG_COMMON_NAME","Clot strength arachidonate inhibited [Length fraction] in Blood by calculation","Clot strength [Length fraction] in Blood by Thromboelastography.arachidonate inhibited",""
"2.82","97022-8","METHOD_TYP","Calculated","Thromboelastography.arachidonate inhibited",""
"2.82","97022-8","SHORTNAME","Clot strength AA inhib LenFr Bld Calc","Clot strength LenFr Bld TEG.ARACH inh",""
"2.82","97050-9","SHORTNAME","ACB complex DNA Bld Pos Ql NAA+non-probe","ACB cplx DNA Bld Pos Ql NAA+n-prb",""
"2.82","97150-7","SHORTNAME","PHI Score SerPl Calc","PHI Scre SerPl Calc",""
"2.82","97151-5","SHORTNAME","EV RNA SerPl Ql NAA+non-probe","EV RNA SerPl Ql NAA+n-prb",""
"2.82","97205-9","SHORTNAME","T whipplei DNA Bld Ql NAA+non-probe","T whipplei DNA Bld Ql NAA+n-prb",""
"2.82","97206-7","SHORTNAME","T whipplei DNA Spec Ql NAA+non-probe","T whipplei DNA Spec Ql NAA+n-prb",""
"2.82","97325-5","COMPONENT","Staphylococcus aureus VNTR pattern","Staphylococcus aureus MLVA profile",""
"2.82","97325-5","DefinitionDescription","","Multiple-locus variable-number tandem repeat (VNTR) analysis (MLVA) is a molecular genetics typing method that characterizes the number of repeats at multiple VNTR loci in a S. aureus isolate. The resulting MLVA profile is used as a genetic fingerprint for typing microbes, tracking outbreaks and comparing strains.",""
"2.82","97325-5","LONG_COMMON_NAME","Staphylococcus aureus VNTR pattern [Type] in Isolate or Specimen by Molecular genetics method","Staphylococcus aureus MLVA profile [Type] in Isolate or Specimen by Molecular genetics method",""
"2.82","97325-5","SHORTNAME","SA VNTR patt Islt/Spm","Staph aur MLVA prof Islt/Spm",""
"2.82","97608-4","SHORTNAME","Joint pathogens Pnl Snv NAA+non-probe","Joint pathogens Pnl Snv NAA+n-prb",""
"2.82","97609-2","SHORTNAME","A prev+vag DNA Snv Ql NAA+non-probe","A prev+vag DNA Snv Ql NAA+n-prb",""
"2.82","97610-0","SHORTNAME","B fragilis DNA Snv Ql NAA+non-probe","B fragilis DNA Snv Ql NAA+n-prb",""
"2.82","97611-8","SHORTNAME","C albicans DNA Snv Ql NAA+non-probe","C albicans DNA Snv Ql NAA+n-prb",""
"2.82","97612-6","SHORTNAME","Candida DNA Snv Ql NAA+non-probe","Candida DNA Snv Ql NAA+n-prb",""
"2.82","97613-4","SHORTNAME","Citrobac sp DNA Snv Ql NAA+non-probe","Citrobac sp DNA Snv Ql NAA+n-prb",""
"2.82","97614-2","SHORTNAME","C perfringens Snv Ql NAA+non-probe","C perfringens Snv Ql NAA+n-prb",""
"2.82","97615-9","SHORTNAME","C avid+granul DNA Snv Ql NAA+non-probe","C avid+granul DNA Snv Ql NAA+n-prb",""
"2.82","97616-7","SHORTNAME","E cloac comp DNA Snv Ql NAA+non-probe","E cloac comp DNA Snv Ql NAA+n-prb",""
"2.82","97617-5","SHORTNAME","E faecalis DNA Snv Ql NAA+non-probe","E faecalis DNA Snv Ql NAA+n-prb",""
"2.82","97618-3","SHORTNAME","E faecium DNA Snv Ql NAA+non-probe","E faecium DNA Snv Ql NAA+n-prb",""
"2.82","97619-1","SHORTNAME","E coli DNA Snv Ql NAA+non-probe","E coli DNA Snv Ql NAA+n-prb",""
"2.82","97620-9","SHORTNAME","F magna DNA Snv Ql NAA+non-probe","F magna DNA Snv Ql NAA+n-prb",""
"2.82","97621-7","SHORTNAME","Haem influ DNA Snv Ql NAA+non-probe","Haem influ DNA Snv Ql NAA+n-prb",""
"2.82","97622-5","SHORTNAME","K kingae DNA Snv Ql NAA+non-probe","K kingae DNA Snv Ql NAA+n-prb",""
"2.82","97623-3","SHORTNAME","K. aerogenes DNA Snv Ql NAA+non-probe","K. aerogenes DNA Snv Ql NAA+n-prb",""
"2.82","97625-8","SHORTNAME","M. morganii DNA Snv Ql NAA+non-probe","M. morganii DNA Snv Ql NAA+n-prb",""
"2.82","97626-6","SHORTNAME","N gonorrhoea DNA Snv Ql NAA+non-probe","N gonorrhoea DNA Snv Ql NAA+n-prb",""
"2.82","97627-4","SHORTNAME","P micra DNA Snv Ql NAA+non-probe","P micra DNA Snv Ql NAA+n-prb",""
"2.82","97629-0","SHORTNAME","P anaerobius DNA Snv Ql NAA+non-probe","P anaerobius DNA Snv Ql NAA+n-prb",""
"2.82","97630-8","SHORTNAME","Proteus sp DNA Snv Ql NAA+non-probe","Proteus sp DNA Snv Ql NAA+n-prb",""
"2.82","97631-6","SHORTNAME","P aeruginosa DNA Snv Ql NAA+non-probe","P aerugns DNA Snv Ql NAA+n-prb",""
"2.82","97632-4","SHORTNAME","Salmonella DNA Snv Ql NAA+non-probe","Salmonella DNA Snv Ql NAA+n-prb",""
"2.82","97633-2","SHORTNAME","S marcescens DNA Snv Ql NAA+non-probe","S marcscns DNA Snv Ql NAA+n-prb",""
"2.82","97634-0","SHORTNAME","S aureus DNA Snv Ql NAA+non-probe","S aureus DNA Snv Ql NAA+n-prb",""
"2.82","97635-7","SHORTNAME","S lugdunensis DNA Snv Ql NAA+non-probe","S lugdunensis DNA Snv Ql NAA+n-prb",""
"2.82","97636-5","SHORTNAME","Gp B Strep DNA Snv Ql NAA+non-probe","Gp B Strep DNA Snv Ql NAA+n-prb",""
"2.82","97637-3","SHORTNAME","S pneum DNA Snv Ql NAA+non-probe","S pneum DNA Snv Ql NAA+n-prb",""
"2.82","97638-1","SHORTNAME","S pyo DNA Snv Ql NAA+non-probe","S pyo DNA Snv Ql NAA+n-prb",""
"2.82","97639-9","SHORTNAME","Streptococcus DNA Snv Ql NAA+non-probe","Streptococcus DNA Snv Ql NAA+n-prb",""
"2.82","9794-9","COMPONENT","Cathepsin D","Cathepsin D Ag",""
"2.82","9794-9","LONG_COMMON_NAME","Cathepsin D [Moles/mass] in Tissue","Cathepsin D Ag [Moles/mass] in Tissue",""
"2.82","9794-9","SHORTNAME","Cathepsin D Tiss-sCnt","Cathepsin D Ag Tiss-sCnt",""
"2.82","97998-9","CLASS","HLA","HPA",""
"2.82","98215-7","SHORTNAME","T pallidum Ab CSF Ql IA","T palldm Ab CSF Ql IA",""
"2.82","98216-5","SHORTNAME","T pallidum Ab CSF IA-aCnc","T palldm Ab CSF IA-aCnc",""
"2.82","98217-3","SHORTNAME","T pallidum IgG Titr CSF IF","T palldm IgG Titr CSF IF",""
"2.82","98218-1","SHORTNAME","T pallidum IgM Titr CSF IF","T palldm IgM Titr CSF IF",""
"2.82","98220-7","SHORTNAME","T pallidum IgG CSF Ql IB","T palldm IgG CSF Ql IB",""
"2.82","98221-5","SHORTNAME","T pallidum IgG bands Ser IB","T palldm IgG bands Ser IB",""
"2.82","98222-3","SHORTNAME","T pallidum IgG bands CSF IB","T palldm IgG bands CSF IB",""
"2.82","98223-1","SHORTNAME","T pallidum IgM bands Ser IB","T palldm IgM bands Ser IB",""
"2.82","98224-9","SHORTNAME","T pallidum IgM bands CSF IB","T palldm IgM bands CSF IB",""
"2.82","9826-9","SHORTNAME","T pallidum Ab CSF Ql IF","T palldm Ab CSF Ql IF",""
"2.82","98487-2","SHORTNAME","Alzheimer's risk Score CSF Calc","Alzheimer's risk Scre CSF Calc",""
"2.82","98959-0","SHORTNAME","A fumigatus Islt Ql MS.MALDI-TOF","A fumgtus Islt Ql MS.MALDI-TOF",""
"2.82","99022-6","SHORTNAME","K pneumon DNA Ur Ql NAA+probe","K pnm DNA Ur Ql NAA+probe",""
