"RecType","LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS"
"CHANGED","25223-9","Doxycycline","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria.antibiotic concentration at 30.0 ug/mL","ABXBACT"
"BEFORE","25224-7","Erythromycin 15.0 ug/mL","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria","ABXBACT"
"CHANGED","25224-7","Erythromycin","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria.antibiotic concentration at 15.0 ug/mL","ABXBACT"
"BEFORE","25225-4","Minocycline 30.0 ug/mL","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria","ABXBACT"
"CHANGED","25225-4","Minocycline","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria.antibiotic concentration at 30.0 ug/mL","ABXBACT"
"BEFORE","25226-2","sulfiSOXAZOLE 300.0 ug/mL","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria","ABXBACT"
"CHANGED","25226-2","sulfiSOXAZOLE","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria.antibiotic concentration at 300.0 ug/mL","ABXBACT"
"BEFORE","25227-0","Tobramycin 10.0 ug/mL","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria","ABXBACT"
"CHANGED","25227-0","Tobramycin","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria.antibiotic concentration at 10.0 ug/mL","ABXBACT"
"BEFORE","25228-8","Vancomycin 30.0 ug/mL","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria","ABXBACT"
"CHANGED","25228-8","Vancomycin","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria.antibiotic concentration at 30.0 ug/mL","ABXBACT"
"BEFORE","25229-6","Pyrazinamide 100.0 ug/mL","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria","ABXBACT"
"CHANGED","25229-6","Pyrazinamide","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria.antibiotic concentration at 100.0 ug/mL","ABXBACT"
"BEFORE","25230-4","Ethambutol 2.5 ug/mL","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria","ABXBACT"
"CHANGED","25230-4","Ethambutol","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria.antibiotic concentration at 2.5 ug/mL","ABXBACT"
"BEFORE","25231-2","Ethionamide 10.0 ug/mL","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria","ABXBACT"
"CHANGED","25231-2","Ethionamide","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria.antibiotic concentration at 10.0 ug/mL","ABXBACT"
"BEFORE","25377-3","Coagulation calcium ion induced","Time","Pt","PPP^Control","Qn","Coag","COAG"
"CHANGED","25377-3","Coagulation","Time","Pt","PPP^Control","Qn","Coag.calcium ion induced","COAG"
"BEFORE","27396-1","Hemoglobin.gastrointestinal","MCnt","Pt","Stool","Qn","","CHEM"
"CHANGED","27396-1","Hemoglobin","MCnt","Pt","Stool^Patient.gastrointestinal","Qn","","CHEM"
"BEFORE","27401-9","Hemoglobin.gastrointestinal^6th specimen","PrThr","Pt","Stool","Ord","","CHEM"
"CHANGED","27401-9","Hemoglobin^6th specimen","PrThr","Pt","Stool^Patient.gastrointestinal","Ord","","CHEM"
"BEFORE","27925-7","Hemoglobin.gastrointestinal^7th specimen","PrThr","Pt","Stool","Ord","","CHEM"
"CHANGED","27925-7","Hemoglobin^7th specimen","PrThr","Pt","Stool^Patient.gastrointestinal","Ord","","CHEM"
"BEFORE","27926-5","Hemoglobin.gastrointestinal^8th specimen","PrThr","Pt","Stool","Ord","","CHEM"
"CHANGED","27926-5","Hemoglobin^8th specimen","PrThr","Pt","Stool^Patient.gastrointestinal","Ord","","CHEM"
"BEFORE","29315-9","Isoniazid 0.4 ug/mL","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria","ABXBACT"
"CHANGED","29315-9","Isoniazid","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria.antibiotic concentration at 0.4 ug/mL","ABXBACT"
"BEFORE","29540-2","E-cadherin","PrThr","Pt","Tiss","Ord","Immune stain","PATH"
"CHANGED","29540-2","E-cadherin Ag","PrThr","Pt","Tiss","Ord","Immune stain","PATH"
"BEFORE","29771-3","Hemoglobin.gastrointestinal.lower","PrThr","Pt","Stool","Ord","IA","CHEM"
"CHANGED","29771-3","Hemoglobin","PrThr","Pt","Stool^Patient.gastrointestinal.lower","Ord","IA","CHEM"
"BEFORE","30080-6","Cathepsin D","PrThr","Pt","Tiss","Ord","Immune stain","PATH"
"CHANGED","30080-6","Cathepsin D Ag","PrThr","Pt","Tiss","Ord","Immune stain","PATH"
"BEFORE","30211-7","Collection duration","Time","*","^Specimen","Qn","","SPEC"
"CHANGED","30211-7","Specimen collection","Time","*","^Specimen","Qn","","SPEC"
"BEFORE","30321-4","Coagulation surface induced.factor substitution^1H post incubation","Time","Pt","PPP^Control","Qn","Coag","COAG"
"CHANGED","30321-4","Coagulation","Time","Pt","PPP^Control","Qn","Coag.surface induced.factor substitution.1H post incubation","COAG"
"BEFORE","30322-2","Coagulation surface induced.factor substitution^1H post incubation","Time","Pt","PPP","Qn","","COAG"
"CHANGED","30322-2","Coagulation","Time","Pt","PPP","Qn","Coag.surface induced.factor substitution.1H post incubation","COAG"
"BEFORE","30323-0","Coagulation surface induced.factor substitution^1H post incubation after addition of normal plasma","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","30323-0","Coagulation","Time","Pt","PPP","Qn","Coag.surface induced.factor substitution.1H post incubation after addition of normal plasma","COAG"
"BEFORE","3173-2","Coagulation surface induced","Time","Pt","Bld","Qn","Coag","COAG"
"CHANGED","3173-2","Coagulation","Time","Pt","Bld","Qn","Coag.surface induced","COAG"
"BEFORE","3186-4","Coagulation factor IX activated activity","ACnc","Pt","PPP","Qn","Coag","COAG"
"CHANGED","3186-4","Coagulation factor IX activity","ACnc","Pt","PPP","Qn","Coag","COAG"
"BEFORE","3192-2","Coagulation factor V activated activity","ACnc","Pt","PPP","Qn","Coag","COAG"
"CHANGED","3192-2","Coagulation factor V activity","ACnc","Pt","PPP","Qn","Coag","COAG"
"BEFORE","3197-1","Coagulation factor VII activated activity","ACnc","Pt","PPP","Qn","Coag","COAG"
"CHANGED","3197-1","Coagulation factor VII activity","ACnc","Pt","PPP","Qn","Coag","COAG"
"BEFORE","3208-6","Coagulation factor VIII activated activity","ACnc","Pt","PPP","Qn","Coag","COAG"
"CHANGED","3208-6","Coagulation factor VIII activity","ACnc","Pt","PPP","Qn","Coag","COAG"
"BEFORE","3217-7","Coagulation factor X activated activity","ACnc","Pt","PPP","Qn","Coag","COAG"
"CHANGED","3217-7","Coagulation factor X activity","ACnc","Pt","PPP","Qn","Coag","COAG"
"BEFORE","3231-8","Coagulation factor XII activated activity","ACnc","Pt","PPP","Qn","Coag","COAG"
"CHANGED","3231-8","Coagulation factor XII activity","ACnc","Pt","PPP","Qn","Coag","COAG"
"BEFORE","3237-5","Coagulation factor XIII activated activity","ACnc","Pt","PPP","Qn","Coag","COAG"
"CHANGED","3237-5","Coagulation factor XIII activity","ACnc","Pt","PPP","Qn","Coag","COAG"
"BEFORE","32392-3","Deep tendon reflex","Find","Pt","Patellar","Ord","Observed","H&P.PX"
"CHANGED","32392-3","Deep tendon reflex","Find","Pt","Lower extremity>Patella","Ord","Observed","H&P.PX"
"BEFORE","3242-5","Coagulation calcium ion induced","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","3242-5","Coagulation","Time","Pt","PPP","Qn","Coag.calcium ion induced","COAG"
"BEFORE","3243-3","Coagulation thrombin induced","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","3243-3","Coagulation","Time","Pt","PPP","Qn","Coag.thrombin induced","COAG"
"BEFORE","3282-1","Coagulation surface induced.hexagonal phase phospholipid","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","3282-1","Coagulation","Time","Pt","PPP","Qn","Coag.surface induced.hexagonal phase phospholipid","COAG"
"BEFORE","32996-1","HER2","MCnc","Pt","Ser","Qn","","PATH"
"CHANGED","32996-1","HER2 Ag","MCnc","Pt","Ser","Qn","","PATH"
"BEFORE","33356-7","Coagulation tissue factor induced.factor substitution^1H post incubation after addition of normal plasma","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","33356-7","Coagulation","Time","Pt","PPP","Qn","Coag.tissue factor induced.factor substitution.1H post incubation after addition of normal plasma","COAG"
"BEFORE","33357-5","Coagulation tissue factor induced.factor substitution^1H post incubation","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","33357-5","Coagulation","Time","Pt","PPP","Qn","Coag.tissue factor induced.factor substitution.1H post incubation","COAG"
"BEFORE","33518-2","Platelet aggregation.adenosine diphosphate induced^high dose","RelACnc","Pt","PRP","Qn","","COAG"
"CHANGED","33518-2","Platelet aggregation","RelACnc","Pt","PRP","Qn","Aggregometry.adenosine diphosphate induced.high dose","COAG"
"BEFORE","33519-0","Platelet aggregation.adenosine diphosphate induced^low dose","RelACnc","Pt","PRP","Qn","","COAG"
"CHANGED","33519-0","Platelet aggregation","RelACnc","Pt","PRP","Qn","Aggregometry.adenosine diphosphate induced.low dose","COAG"
"BEFORE","33520-8","Platelet aggregation.collagen induced^high dose","RelACnc","Pt","PRP","Qn","","COAG"
"CHANGED","33520-8","Platelet aggregation","RelACnc","Pt","PRP","Qn","Aggregometry.collagen induced.high dose","COAG"
"BEFORE","33521-6","Platelet aggregation.collagen induced^low dose","RelACnc","Pt","PRP","Qn","","COAG"
"CHANGED","33521-6","Platelet aggregation","RelACnc","Pt","PRP","Qn","Aggregometry.collagen induced.low dose","COAG"
"BEFORE","33522-4","Platelet aggregation.ristocetin induced^high dose","RelACnc","Pt","PRP","Qn","","COAG"
"CHANGED","33522-4","Platelet aggregation","RelACnc","Pt","PRP","Qn","Aggregometry.ristocetin induced.high dose","COAG"
"BEFORE","33523-2","Platelet aggregation.ristocetin induced^low dose","RelACnc","Pt","PRP","Qn","","COAG"
"CHANGED","33523-2","Platelet aggregation","RelACnc","Pt","PRP","Qn","Aggregometry.ristocetin induced.low dose","COAG"
"BEFORE","33525-7","Coagulation thrombin induced.factor substitution^immediately after addition of normal plasma","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","33525-7","Coagulation","Time","Pt","PPP","Qn","Coag.thrombin induced.factor substitution.immediately after addition of normal plasma","COAG"
"BEFORE","33526-5","Coagulation reptilase induced.factor substitution^immediately after addition of normal plasma","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","33526-5","Coagulation","Time","Pt","PPP","Qn","Coag.factor substitution.immediately after addition of normal plasma","COAG"
"BEFORE","33528-1","Platelet aggregation.adenosine diphosphate induced^high dose","RelACnc","Pt","PRP^Control","Qn","","COAG"
"CHANGED","33528-1","Platelet aggregation","RelACnc","Pt","PRP^Control","Qn","Aggregometry.adenosine diphosphate induced.high dose","COAG"
"BEFORE","33529-9","Platelet aggregation.adenosine diphosphate induced^low dose","RelACnc","Pt","PRP^Control","Qn","","COAG"
"CHANGED","33529-9","Platelet aggregation","RelACnc","Pt","PRP^Control","Qn","Aggregometry.adenosine diphosphate induced.low dose","COAG"
"BEFORE","33530-7","Platelet aggregation.EPINEPHrine induced","RelACnc","Pt","PRP^Control","Qn","","COAG"
"CHANGED","33530-7","Platelet aggregation","RelACnc","Pt","PRP^Control","Qn","Aggregometry.epinephrine induced","COAG"
"BEFORE","33531-5","Platelet aggregation.arachidonate induced","RelACnc","Pt","PRP^Control","Qn","","COAG"
"CHANGED","33531-5","Platelet aggregation","RelACnc","Pt","PRP^Control","Qn","Aggregometry.arachidonate induced","COAG"
"BEFORE","33532-3","Platelet aggregation.ristocetin induced^high dose","RelACnc","Pt","PRP^Control","Qn","","COAG"
"CHANGED","33532-3","Platelet aggregation","RelACnc","Pt","PRP^Control","Qn","Aggregometry.ristocetin induced.high dose","COAG"
"BEFORE","33533-1","Platelet aggregation.ristocetin induced^low dose","RelACnc","Pt","PRP^Control","Qn","","COAG"
"CHANGED","33533-1","Platelet aggregation","RelACnc","Pt","PRP^Control","Qn","Aggregometry.ristocetin induced.low dose","COAG"
"BEFORE","33550-5","Platelet aggregation.ristocetin induced^1500 ug/mL","RelACnc","Pt","PRP","Qn","","COAG"
"CHANGED","33550-5","Platelet aggregation","RelACnc","Pt","PRP","Qn","Aggregometry.ristocetin induced.1500 ug/mL","COAG"
"BEFORE","33551-3","Platelet aggregation.ristocetin induced^1200 ug/mL","RelACnc","Pt","PRP","Qn","","COAG"
"CHANGED","33551-3","Platelet aggregation","RelACnc","Pt","PRP","Qn","Aggregometry.ristocetin induced.1200 ug/mL","COAG"
"BEFORE","33552-1","Platelet aggregation.ristocetin induced^900 ug/mL","RelACnc","Pt","PRP","Qn","","COAG"
"CHANGED","33552-1","Platelet aggregation","RelACnc","Pt","PRP","Qn","Aggregometry.ristocetin induced.900 ug/mL","COAG"
"BEFORE","33553-9","Platelet aggregation.ristocetin induced^600 ug/mL","RelACnc","Pt","PRP","Qn","","COAG"
"CHANGED","33553-9","Platelet aggregation","RelACnc","Pt","PRP","Qn","Aggregometry.ristocetin induced.600 ug/mL","COAG"
"BEFORE","33554-7","Platelet aggregation.ristocetin induced^300 ug/mL","RelACnc","Pt","PRP","Qn","","COAG"
"CHANGED","33554-7","Platelet aggregation","RelACnc","Pt","PRP","Qn","Aggregometry.ristocetin induced.300 ug/mL","COAG"
"BEFORE","33670-1","Platelet aggregation.collagen induced lag^high dose","Time","Pt","PRP","Qn","","COAG"
"CHANGED","33670-1","Platelet aggregation","Time","Pt","PRP","Qn","Collagen induced lag.high dose","COAG"
"BEFORE","33671-9","Platelet aggregation.collagen induced lag^high dose","Time","Pt","PRP^Control","Qn","","COAG"
"CHANGED","33671-9","Platelet aggregation","Time","Pt","PRP^Control","Qn","Collagen induced lag.high dose","COAG"
"BEFORE","33672-7","Platelet aggregation.ristocetin+Control PPP induced","RelACnc","Pt","PRP","Qn","","COAG"
"CHANGED","33672-7","Platelet aggregation","RelACnc","Pt","PRP","Qn","Aggregometry.ristocetin.Control PPP induced","COAG"
"BEFORE","33673-5","Coagulation thrombin induced.factor substitution^immediately after addition of protamine sulfate","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","33673-5","Coagulation","Time","Pt","PPP","Qn","Coag.thrombin factor induced.factor substitution.immediately after addition of protamine sulfate","COAG"
"BEFORE","33674-3","Platelet aggregation.ristocetin+Control PRP induced","RelACnc","Pt","PPP","Qn","","COAG"
"CHANGED","33674-3","Platelet aggregation","RelACnc","Pt","PPP","Qn","Aggregometry.ristocetin.Control PRP induced","COAG"
"BEFORE","33880-6","Coagulation tissue factor induced.factor substitution^2H post incubation after addition of normal plasma","Time","Pt","PPP^Control","Qn","Coag","COAG"
"CHANGED","33880-6","Coagulation","Time","Pt","PPP^Control","Qn","Coag.tissue factor induced.factor substitution.2H post incubation after addition of normal plasma","COAG"
"BEFORE","33881-4","Coagulation tissue factor induced.factor substitution^immediately after 1:4 addition of normal plasma","Time","Pt","PPP^Control","Qn","Coag","COAG"
"CHANGED","33881-4","Coagulation","Time","Pt","PPP^Control","Qn","Coag.tissue factor induced.factor substitution.immediately after 1:4 addition of normal plasma","COAG"
"BEFORE","33883-0","Coagulation tissue factor induced.factor substitution^1H post incubation after 1:4 addition of normal plasma","Time","Pt","PPP^Control","Qn","Coag","COAG"
"CHANGED","33883-0","Coagulation","Time","Pt","PPP^Control","Qn","Coag.tissue factor induced.factor substitution.1H post incubation after 1:4 addition of normal plasma","COAG"
"BEFORE","33884-8","Coagulation tissue factor induced.factor substitution^1H post incubation after addition of normal plasma","Time","Pt","PPP^Control","Qn","Coag","COAG"
"CHANGED","33884-8","Coagulation","Time","Pt","PPP^Control","Qn","Coag.tissue factor induced.factor substitution.1H post incubation after addition of normal plasma","COAG"
"BEFORE","33885-5","Coagulation tissue factor induced.factor substitution^2H post incubation after 1:4 addition of normal plasma","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","33885-5","Coagulation","Time","Pt","PPP","Qn","Coag.tissue factor induced.factor substitution.2H post incubation after 1:4 addition of normal plasma","COAG"
"BEFORE","33886-3","Coagulation tissue factor induced.factor substitution^2H post incubation after 1:4 addition of normal plasma","Time","Pt","PPP^Control","Qn","Coag","COAG"
"CHANGED","33886-3","Coagulation","Time","Pt","PPP^Control","Qn","Coag.tissue factor induced.factor substitution.2H post incubation after 1:4 addition of normal plasma","COAG"
"BEFORE","33887-1","Coagulation tissue factor induced.factor substitution^2H post incubation after addition of normal plasma","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","33887-1","Coagulation","Time","Pt","PPP","Qn","Coag.tissue factor induced.factor substitution.2H post incubation after addition of normal plasma","COAG"
"BEFORE","33888-9","Coagulation surface induced.factor substitution^1H post incubation after 1:4 addition of normal plasma","Time","Pt","PPP^Control","Qn","Coag","COAG"
"CHANGED","33888-9","Coagulation","Time","Pt","PPP^Control","Qn","Coag.surface induced.1H post incubation after 1:4 addition of normal plasma","COAG"
"BEFORE","33889-7","Coagulation surface induced.factor substitution^2H post incubation after 1:4 addition of normal plasma","Time","Pt","PPP^Control","Qn","Coag","COAG"
"CHANGED","33889-7","Coagulation","Time","Pt","PPP^Control","Qn","Coag.surface induced.2H post incubation after 1:4 addition of normal plasma","COAG"
"BEFORE","33890-5","Coagulation surface induced.factor substitution^2H post incubation after addition of normal plasma","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","33890-5","Coagulation","Time","Pt","PPP","Qn","Coag.surface induced.factor substitution.2H post incubation after addition of normal plasma","COAG"
"BEFORE","33891-3","Coagulation surface induced.factor substitution^2H post incubation after addition of normal plasma","Time","Pt","PPP^Control","Qn","Coag","COAG"
"CHANGED","33891-3","Coagulation","Time","Pt","PPP^Control","Qn","Coag.surface induced.factor substitution.2H post incubation after addition of normal plasma","COAG"
"BEFORE","33892-1","Coagulation surface induced.factor substitution^immediately after 1:4 addition of normal plasma","Time","Pt","PPP^Control","Qn","Coag","COAG"
"CHANGED","33892-1","Coagulation","Time","Pt","PPP^Control","Qn","Coag.surface induced.factor substitution.immediately after 1:4 addition of normal plasma","COAG"
"BEFORE","33894-7","Coagulation tissue factor induced.factor substitution^1H post incubation after 1:4 addition of normal plasma","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","33894-7","Coagulation","Time","Pt","PPP","Qn","Coag.tissue factor induced.factor substitution.1H post incubation after 1:4 addition of normal plasma","COAG"
"BEFORE","33895-4","Coagulation tissue factor induced.factor substitution^2H post incubation","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","33895-4","Coagulation","Time","Pt","PPP","Qn","Coag.tissue factor induced.factor substitution.2H post incubation","COAG"
"BEFORE","33930-9","Coagulation surface induced.hexagonal phase phospholipid","PrThr","Pt","PPP","Ord","","COAG"
"CHANGED","33930-9","Coagulation","PrThr","Pt","PPP","Ord","Coag.surface induced.hexagonal phase phospholipid","COAG"
"BEFORE","34189-1","Coagulation surface induced.factor substitution^30M post incubation after addition of normal plasma","Time","Pt","PPP","Qn","","COAG"
"CHANGED","34189-1","Coagulation","Time","Pt","PPP","Qn","Coag.surface induced.factor substitution.30M post incubation after addition of normal plasma","COAG"
"BEFORE","34479-6","Blood group antibodies","Prid","Pt","Ser/Plas","Nom","Cold absorption","BLDBK"
"CHANGED","34479-6","Blood group antibodies","Prid","Pt","Ser/Plas","Nom","Cold adsorption","BLDBK"
"BEFORE","34482-0","Blood group antibodies","Prid","Pt","Ser/Plas","Nom","Warm absorption","BLDBK"
"CHANGED","34482-0","Blood group antibodies","Prid","Pt","Ser/Plas","Nom","Warm adsorption","BLDBK"
"BEFORE","34569-4","Coagulation dilute Russell viper venom induced.factor substitution^immediately after 1:2 addition of normal plasma","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","34569-4","Coagulation","Time","Pt","PPP","Qn","Coag.dilute Russell viper venom induced.factor substitution.immediately after 1:2 addition of normal plasma","COAG"
"BEFORE","34571-0","Coagulation surface induced.lupus sensitive","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","34571-0","Coagulation","Time","Pt","PPP","Qn","Coag.surface induced.lupus sensitive","COAG"
"BEFORE","34572-8","Coagulation surface induced.lupus sensitive","Time","Pt","PPP^Control","Qn","Coag","COAG"
"CHANGED","34572-8","Coagulation","Time","Pt","PPP^Control","Qn","Coag.surface induced.lupus sensitive","COAG"
"BEFORE","34573-6","Coagulation surface induced.lupus sensitive.factor substitution^immediately after 1:2 addition of normal plasma","Time","Pt","PPP","Qn","Coag","COAG"
